Gss year for this respondent                       ,Respondent id number,How often r attends religious services,Ballot used for interview,Respondents sex
1972,705,Sevrl times a yr,Not applicable,Female
1972,706,Once a month,Not applicable,Female
1972,707,Sevrl times a yr,Not applicable,Male
1972,708,Every week,Not applicable,Female
1972,709,Sevrl times a yr,Not applicable,Male
1972,710,2-3x a month,Not applicable,Female
1972,711,Every week,Not applicable,Female
1972,712,Every week,Not applicable,Male
1972,713,Once a year,Not applicable,Female
1972,714,More thn once wk,Not applicable,Female
1972,715,Every week,Not applicable,Female
1972,716,Every week,Not applicable,Female
1972,717,More thn once wk,Not applicable,Male
1972,718,Sevrl times a yr,Not applicable,Male
1972,719,Lt once a year,Not applicable,Male
1972,720,Never,Not applicable,Male
1972,721,Every week,Not applicable,Male
1972,722,Sevrl times a yr,Not applicable,Female
1972,723,Never,Not applicable,Female
1972,724,More thn once wk,Not applicable,Male
1972,725,Never,Not applicable,Female
1972,726,Every week,Not applicable,Female
1972,727,Sevrl times a yr,Not applicable,Male
1972,728,Nrly every week,Not applicable,Male
1972,729,Sevrl times a yr,Not applicable,Male
1972,730,Once a year,Not applicable,Male
1972,731,Every week,Not applicable,Male
1972,732,Nrly every week,Not applicable,Female
1972,733,Sevrl times a yr,Not applicable,Female
1972,734,Sevrl times a yr,Not applicable,Female
1972,735,Once a month,Not applicable,Female
1972,736,Sevrl times a yr,Not applicable,Male
1972,737,Once a month,Not applicable,Female
1972,738,Nrly every week,Not applicable,Female
1972,739,Sevrl times a yr,Not applicable,Female
1972,740,Sevrl times a yr,Not applicable,Male
1972,741,Sevrl times a yr,Not applicable,Male
1972,742,Every week,Not applicable,Male
1972,743,Every week,Not applicable,Male
1972,744,Every week,Not applicable,Female
1972,745,Nrly every week,Not applicable,Male
1972,746,Sevrl times a yr,Not applicable,Female
1972,747,2-3x a month,Not applicable,Male
1972,748,Once a year,Not applicable,Male
1972,749,Once a year,Not applicable,Male
1972,750,Every week,Not applicable,Female
1972,751,Once a year,Not applicable,Female
1972,752,Sevrl times a yr,Not applicable,Female
1972,753,Sevrl times a yr,Not applicable,Female
1972,754,Every week,Not applicable,Male
1972,755,Sevrl times a yr,Not applicable,Female
1972,756,Once a year,Not applicable,Male
1972,757,Every week,Not applicable,Male
1972,758,2-3x a month,Not applicable,Male
1972,759,Sevrl times a yr,Not applicable,Male
1972,760,2-3x a month,Not applicable,Female
1972,761,Lt once a year,Not applicable,Female
1972,762,Every week,Not applicable,Female
1972,763,More thn once wk,Not applicable,Female
1972,764,Sevrl times a yr,Not applicable,Male
1972,765,More thn once wk,Not applicable,Male
1972,766,Lt once a year,Not applicable,Male
1972,767,Never,Not applicable,Female
1972,768,2-3x a month,Not applicable,Male
1972,769,Never,Not applicable,Female
1972,770,Never,Not applicable,Male
1972,771,Never,Not applicable,Female
1972,772,Lt once a year,Not applicable,Male
1972,773,Sevrl times a yr,Not applicable,Male
1972,774,Never,Not applicable,Female
1972,775,Once a year,Not applicable,Female
1972,776,Once a month,Not applicable,Female
1972,777,Never,Not applicable,Male
1972,778,Nrly every week,Not applicable,Female
1972,779,Lt once a year,Not applicable,Female
1972,780,Never,Not applicable,Male
1972,781,Every week,Not applicable,Male
1972,782,2-3x a month,Not applicable,Female
1972,783,Sevrl times a yr,Not applicable,Male
1972,784,Nrly every week,Not applicable,Female
1972,785,Never,Not applicable,Female
1972,786,More thn once wk,Not applicable,Female
1972,787,More thn once wk,Not applicable,Female
1972,788,Never,Not applicable,Female
1972,789,Never,Not applicable,Male
1972,790,2-3x a month,Not applicable,Male
1972,791,Sevrl times a yr,Not applicable,Male
1972,792,Never,Not applicable,Male
1972,793,Once a year,Not applicable,Male
1972,794,Every week,Not applicable,Male
1972,795,Nrly every week,Not applicable,Male
1972,796,Sevrl times a yr,Not applicable,Male
1972,797,Sevrl times a yr,Not applicable,Male
1972,798,Once a month,Not applicable,Female
1972,799,Every week,Not applicable,Female
1972,800,Every week,Not applicable,Female
1972,801,Every week,Not applicable,Female
1972,802,Lt once a year,Not applicable,Female
1972,803,Lt once a year,Not applicable,Male
1972,804,Lt once a year,Not applicable,Female
1972,805,Nrly every week,Not applicable,Female
1972,806,2-3x a month,Not applicable,Male
1972,807,Never,Not applicable,Female
1972,808,Lt once a year,Not applicable,Male
1972,809,Sevrl times a yr,Not applicable,Male
1972,810,Every week,Not applicable,Male
1972,811,Every week,Not applicable,Male
1972,812,Sevrl times a yr,Not applicable,Male
1972,813,Every week,Not applicable,Female
1972,814,Once a year,Not applicable,Female
1972,815,Every week,Not applicable,Female
1972,816,Every week,Not applicable,Female
1972,817,Once a year,Not applicable,Male
1972,818,Every week,Not applicable,Female
1972,819,More thn once wk,Not applicable,Female
1972,820,2-3x a month,Not applicable,Female
1972,821,2-3x a month,Not applicable,Female
1972,822,2-3x a month,Not applicable,Male
1972,823,Every week,Not applicable,Male
1972,824,2-3x a month,Not applicable,Male
1972,825,Every week,Not applicable,Female
1972,826,2-3x a month,Not applicable,Male
1972,827,Nrly every week,Not applicable,Male
1972,828,Lt once a year,Not applicable,Male
1972,829,2-3x a month,Not applicable,Female
1972,830,2-3x a month,Not applicable,Male
1972,831,Once a year,Not applicable,Female
1972,832,Every week,Not applicable,Female
1972,833,Never,Not applicable,Male
1972,834,Once a month,Not applicable,Male
1972,835,Every week,Not applicable,Female
1972,836,Once a year,Not applicable,Male
1972,837,Nrly every week,Not applicable,Female
1972,838,Every week,Not applicable,Female
1972,839,Sevrl times a yr,Not applicable,Male
1972,840,Once a month,Not applicable,Female
1972,841,Every week,Not applicable,Male
1972,842,More thn once wk,Not applicable,Male
1972,843,Once a year,Not applicable,Male
1972,844,Once a year,Not applicable,Female
1972,845,Every week,Not applicable,Female
1972,846,Every week,Not applicable,Female
1972,847,Sevrl times a yr,Not applicable,Male
1972,848,Once a year,Not applicable,Male
1972,849,Once a year,Not applicable,Male
1972,850,Every week,Not applicable,Female
1972,851,Every week,Not applicable,Female
1972,852,Never,Not applicable,Female
1972,853,2-3x a month,Not applicable,Female
1972,854,More thn once wk,Not applicable,Female
1972,855,Once a month,Not applicable,Male
1972,856,Every week,Not applicable,Male
1972,857,2-3x a month,Not applicable,Male
1972,858,Lt once a year,Not applicable,Male
1972,859,Every week,Not applicable,Female
1972,860,Once a year,Not applicable,Female
1972,861,Once a year,Not applicable,Male
1972,862,Once a year,Not applicable,Male
1972,863,More thn once wk,Not applicable,Female
1972,864,Never,Not applicable,Male
1972,865,2-3x a month,Not applicable,Female
1972,866,Once a year,Not applicable,Male
1972,867,Lt once a year,Not applicable,Female
1972,868,Once a year,Not applicable,Male
1972,869,Every week,Not applicable,Female
1972,870,More thn once wk,Not applicable,Female
1972,871,Every week,Not applicable,Female
1972,872,Never,Not applicable,Male
1972,873,More thn once wk,Not applicable,Male
1972,874,Every week,Not applicable,Male
1972,875,Once a year,Not applicable,Female
1972,876,Every week,Not applicable,Female
1972,877,Every week,Not applicable,Male
1972,878,Once a year,Not applicable,Female
1972,879,Once a month,Not applicable,Female
1972,880,Never,Not applicable,Male
1972,881,Once a year,Not applicable,Male
1972,882,Once a year,Not applicable,Male
1972,883,Every week,Not applicable,Female
1972,884,Lt once a year,Not applicable,Female
1972,885,Sevrl times a yr,Not applicable,Female
1972,886,2-3x a month,Not applicable,Male
1972,887,Every week,Not applicable,Male
1972,888,Once a year,Not applicable,Male
1972,889,Sevrl times a yr,Not applicable,Male
1972,890,More thn once wk,Not applicable,Female
1972,891,More thn once wk,Not applicable,Female
1972,892,Every week,Not applicable,Female
1972,893,Every week,Not applicable,Female
1972,894,Once a month,Not applicable,Female
1972,895,More thn once wk,Not applicable,Female
1972,896,"Dk,na",Not applicable,Male
1972,897,Never,Not applicable,Male
1972,898,Once a year,Not applicable,Male
1972,899,Once a year,Not applicable,Female
1972,900,2-3x a month,Not applicable,Female
1972,901,Once a month,Not applicable,Male
1972,902,Every week,Not applicable,Female
1972,903,Sevrl times a yr,Not applicable,Female
1972,904,Once a year,Not applicable,Male
1972,905,Sevrl times a yr,Not applicable,Male
1972,906,Sevrl times a yr,Not applicable,Male
1972,907,Once a month,Not applicable,Male
1972,908,Nrly every week,Not applicable,Female
1972,909,Every week,Not applicable,Female
1972,910,Every week,Not applicable,Male
1972,911,Nrly every week,Not applicable,Female
1972,912,Nrly every week,Not applicable,Male
1972,913,Nrly every week,Not applicable,Female
1972,914,Every week,Not applicable,Male
1972,915,2-3x a month,Not applicable,Female
1972,916,Sevrl times a yr,Not applicable,Female
1972,917,Sevrl times a yr,Not applicable,Male
1972,918,Never,Not applicable,Female
1972,919,Sevrl times a yr,Not applicable,Male
1972,920,Sevrl times a yr,Not applicable,Female
1972,921,Sevrl times a yr,Not applicable,Male
1972,922,Sevrl times a yr,Not applicable,Male
1972,923,Once a year,Not applicable,Male
1972,924,Every week,Not applicable,Female
1972,925,2-3x a month,Not applicable,Female
1972,926,2-3x a month,Not applicable,Female
1972,927,Nrly every week,Not applicable,Male
1972,928,Every week,Not applicable,Female
1972,929,Once a year,Not applicable,Male
1972,930,Once a year,Not applicable,Male
1972,931,Once a year,Not applicable,Male
1972,932,Sevrl times a yr,Not applicable,Male
1972,933,Every week,Not applicable,Female
1972,934,2-3x a month,Not applicable,Male
1972,935,Once a month,Not applicable,Male
1972,936,Sevrl times a yr,Not applicable,Female
1972,937,Once a year,Not applicable,Female
1972,938,2-3x a month,Not applicable,Female
1972,939,Every week,Not applicable,Female
1972,940,Nrly every week,Not applicable,Male
1972,941,Once a month,Not applicable,Female
1972,942,Every week,Not applicable,Female
1972,943,Every week,Not applicable,Female
1972,944,Every week,Not applicable,Male
1972,945,Every week,Not applicable,Female
1972,946,Every week,Not applicable,Female
1972,947,Lt once a year,Not applicable,Male
1972,948,Nrly every week,Not applicable,Male
1972,949,"Dk,na",Not applicable,Male
1972,950,Lt once a year,Not applicable,Female
1972,951,Every week,Not applicable,Female
1972,952,2-3x a month,Not applicable,Female
1972,953,Every week,Not applicable,Male
1972,954,Every week,Not applicable,Female
1972,955,Sevrl times a yr,Not applicable,Male
1972,956,Never,Not applicable,Female
1972,957,More thn once wk,Not applicable,Male
1972,958,2-3x a month,Not applicable,Male
1972,959,Sevrl times a yr,Not applicable,Female
1972,960,More thn once wk,Not applicable,Female
1972,961,Sevrl times a yr,Not applicable,Female
1972,962,Every week,Not applicable,Male
1972,963,Every week,Not applicable,Female
1972,964,Every week,Not applicable,Female
1972,965,Sevrl times a yr,Not applicable,Male
1972,966,Once a month,Not applicable,Female
1972,967,Once a month,Not applicable,Female
1972,968,Sevrl times a yr,Not applicable,Female
1972,969,Lt once a year,Not applicable,Male
1972,970,Sevrl times a yr,Not applicable,Male
1972,971,Never,Not applicable,Male
1972,972,Never,Not applicable,Male
1972,973,Once a year,Not applicable,Male
1972,974,Every week,Not applicable,Female
1972,975,Every week,Not applicable,Female
1972,976,Once a year,Not applicable,Female
1972,977,Sevrl times a yr,Not applicable,Male
1972,978,Sevrl times a yr,Not applicable,Female
1972,979,Once a year,Not applicable,Male
1972,980,Lt once a year,Not applicable,Female
1972,981,Nrly every week,Not applicable,Male
1972,982,Once a year,Not applicable,Male
1972,983,Every week,Not applicable,Female
1972,984,Every week,Not applicable,Female
1972,985,Lt once a year,Not applicable,Male
1972,986,Nrly every week,Not applicable,Female
1972,987,Once a year,Not applicable,Male
1972,988,Every week,Not applicable,Female
1972,989,Once a month,Not applicable,Male
1972,990,Once a month,Not applicable,Male
1972,991,Sevrl times a yr,Not applicable,Female
1972,992,Lt once a year,Not applicable,Female
1972,993,Once a month,Not applicable,Male
1972,994,"Dk,na",Not applicable,Male
1972,995,Once a year,Not applicable,Female
1972,996,Once a month,Not applicable,Male
1972,997,Every week,Not applicable,Male
1972,998,Lt once a year,Not applicable,Female
1972,999,Sevrl times a yr,Not applicable,Male
1972,1000,More thn once wk,Not applicable,Female
1972,1001,Every week,Not applicable,Female
1972,1002,Every week,Not applicable,Female
1972,1003,2-3x a month,Not applicable,Female
1972,1004,Every week,Not applicable,Male
1972,1005,Lt once a year,Not applicable,Male
1972,1006,Every week,Not applicable,Male
1972,1007,Once a month,Not applicable,Female
1972,1008,Every week,Not applicable,Male
1972,1009,Once a month,Not applicable,Female
1972,1010,Every week,Not applicable,Female
1972,1011,Every week,Not applicable,Female
1972,1012,Lt once a year,Not applicable,Male
1972,1013,Every week,Not applicable,Male
1972,1014,Every week,Not applicable,Male
1972,1015,"Dk,na",Not applicable,Female
1972,1016,Once a year,Not applicable,Male
1972,1017,Once a year,Not applicable,Male
1972,1018,Once a year,Not applicable,Male
1972,1019,Sevrl times a yr,Not applicable,Female
1972,1020,Every week,Not applicable,Female
1972,1021,Lt once a year,Not applicable,Male
1972,1022,2-3x a month,Not applicable,Male
1972,1023,Every week,Not applicable,Female
1972,1024,Every week,Not applicable,Male
1972,1025,Sevrl times a yr,Not applicable,Female
1972,1026,Once a year,Not applicable,Male
1972,1027,Never,Not applicable,Female
1972,1028,Once a year,Not applicable,Male
1972,1029,Once a month,Not applicable,Female
1972,1030,Sevrl times a yr,Not applicable,Female
1972,1031,2-3x a month,Not applicable,Female
1972,1032,Lt once a year,Not applicable,Male
1972,1033,More thn once wk,Not applicable,Female
1972,1034,Sevrl times a yr,Not applicable,Male
1972,1035,Once a year,Not applicable,Male
1972,1036,Never,Not applicable,Male
1972,1037,Once a year,Not applicable,Female
1972,1038,Every week,Not applicable,Female
1972,1039,2-3x a month,Not applicable,Female
1972,1040,Lt once a year,Not applicable,Male
1972,1041,More thn once wk,Not applicable,Male
1972,1042,Once a year,Not applicable,Male
1972,1043,Lt once a year,Not applicable,Male
1972,1044,More thn once wk,Not applicable,Female
1972,1045,Sevrl times a yr,Not applicable,Male
1972,1046,Sevrl times a yr,Not applicable,Female
1972,1047,Once a year,Not applicable,Female
1972,1048,Lt once a year,Not applicable,Female
1972,1049,Every week,Not applicable,Male
